Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
Male,Yes,4,Not Graduate,No,1340000,1640000,900000,60,Rural,No
Male,Yes,4,Graduate,No,690000,1740000,6000000,24,Rural,Yes
Female,Yes,4,Not Graduate,Yes,730000,1380000,4100000,12,Rural,No
Female,No,3,Graduate,Yes,1090000,1760000,1600000,36,Rural,No
Male,Yes,3,Not Graduate,No,1010000,1210000,7700000,12,Semiurban,No
Male,Yes,1,Not Graduate,Yes,600000,1080000,6900000,240,Semiurban,Yes
Female,No,4,Graduate,No,1230000,1980000,4100000,36,Semiurban,Yes
Female,No,4,Graduate,Yes,940000,740000,8600000,300,Rural,Yes
Female,No,2,Graduate,Yes,960000,670000,6900000,24,Urban,No
Female,Yes,2,Graduate,No,740000,810000,5100000,240,Urban,Yes
Male,No,3,Not Graduate,No,700000,1190000,1100000,12,Urban,Yes
Female,Yes,1,Graduate,No,930000,1520000,2700000,60,Urban,No
Female,No,4,Not Graduate,Yes,1000000,1320000,2100000,300,Rural,Yes
Male,Yes,1,Not Graduate,Yes,1260000,920000,4600000,300,Semiurban,No
Female,No,1,Not Graduate,Yes,560000,510000,6600000,36,Rural,No
Male,No,3,Not Graduate,Yes,1390000,710000,5800000,24,Semiurban,No
Female,Yes,1,Graduate,Yes,1880000,630000,4800000,300,Semiurban,Yes
Female,No,4,Graduate,Yes,620000,1150000,5300000,36,Semiurban,No
Female,No,3,Not Graduate,No,810000,1230000,3500000,300,Urban,No
Male,No,1,Not Graduate,Yes,900000,1340000,4700000,300,Urban,No
Male,No,3,Graduate,Yes,1720000,890000,1400000,120,Urban,No
Female,No,3,Graduate,Yes,1120000,540000,5300000,360,Semiurban,Yes
Male,Yes,2,Not Graduate,Yes,1430000,1300000,1600000,240,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1670000,730000,4100000,240,Semiurban,No
Male,No,1,Not Graduate,No,1400000,1540000,3700000,120,Urban,No
Male,No,2,Graduate,Yes,1620000,1120000,4800000,60,Urban,No
Male,Yes,4,Graduate,No,1560000,990000,3700000,60,Semiurban,Yes
Male,Yes,4,Graduate,No,1570000,1250000,4900000,180,Rural,No
Female,No,4,Not Graduate,Yes,1880000,1150000,5100000,36,Semiurban,Yes
Female,Yes,4,Graduate,Yes,1320000,1590000,7600000,24,Urban,No
Male,No,4,Not Graduate,No,1910000,1100000,8000000,12,Urban,No
Female,No,1,Graduate,Yes,1110000,1170000,5700000,360,Rural,No
Female,No,3,Not Graduate,Yes,600000,1040000,3100000,240,Urban,Yes
Female,No,2,Graduate,Yes,500000,1520000,6300000,36,Semiurban,No
Female,Yes,3,Not Graduate,Yes,1820000,1200000,9500000,60,Semiurban,No
Male,Yes,3,Not Graduate,Yes,610000,1600000,7900000,36,Semiurban,No
Female,Yes,1,Not Graduate,No,1000000,1080000,5400000,60,Urban,No
Female,No,1,Graduate,No,770000,1930000,7800000,120,Urban,Yes
Male,Yes,1,Graduate,No,1440000,1460000,2400000,120,Urban,No
Male,No,2,Not Graduate,No,1190000,1880000,6000000,120,Semiurban,Yes
Female,No,1,Not Graduate,No,990000,1650000,2200000,24,Semiurban,No
Female,Yes,3,Not Graduate,Yes,690000,930000,8400000,180,Semiurban,No
Female,No,2,Not Graduate,Yes,1200000,1130000,6900000,60,Urban,Yes
Female,No,1,Not Graduate,Yes,550000,550000,8300000,36,Semiurban,No
Female,No,1,Not Graduate,No,1170000,1370000,5800000,60,Rural,Yes
Female,Yes,1,Not Graduate,Yes,760000,1340000,900000,36,Urban,No
Male,No,3,Not Graduate,Yes,820000,1870000,1900000,120,Semiurban,No
Female,Yes,1,Not Graduate,No,1940000,1410000,6600000,60,Rural,No
Female,No,3,Graduate,No,1330000,1080000,9000000,240,Rural,No
Male,Yes,2,Not Graduate,No,1720000,1670000,4200000,36,Urban,Yes
Male,No,1,Not Graduate,Yes,990000,1600000,4900000,36,Rural,Yes
Male,Yes,4,Not Graduate,No,1140000,1360000,9300000,180,Rural,Yes
Male,Yes,4,Not Graduate,No,1070000,1710000,6500000,300,Semiurban,No
Female,No,3,Graduate,No,1210000,870000,5600000,120,Urban,Yes
Female,No,1,Not Graduate,Yes,990000,1190000,6400000,24,Rural,Yes
Female,No,1,Not Graduate,No,1070000,1970000,2800000,120,Urban,No
Female,No,4,Not Graduate,No,1160000,1380000,6700000,12,Urban,Yes
Female,Yes,2,Not Graduate,No,920000,1080000,6400000,360,Urban,No
Female,No,2,Not Graduate,No,1530000,1570000,1400000,24,Urban,Yes
Male,Yes,3,Graduate,No,1920000,540000,5000000,36,Urban,Yes
Female,No,4,Not Graduate,No,850000,1190000,7200000,360,Rural,No
Male,Yes,3,Not Graduate,Yes,1050000,1690000,1000000,180,Urban,Yes
Male,Yes,3,Not Graduate,Yes,1910000,1970000,7700000,240,Urban,No
Female,Yes,2,Graduate,No,1110000,1230000,4800000,12,Semiurban,No
Male,No,4,Graduate,Yes,1190000,560000,8200000,60,Urban,Yes
Female,No,3,Graduate,Yes,1020000,1150000,9600000,240,Rural,No
Male,Yes,2,Graduate,Yes,1340000,750000,8600000,120,Urban,Yes
Female,Yes,2,Not Graduate,No,1620000,960000,3500000,36,Semiurban,No
Male,Yes,1,Not Graduate,No,650000,1420000,3900000,12,Urban,No
Female,Yes,4,Graduate,Yes,1810000,540000,3900000,360,Rural,Yes
Female,Yes,4,Graduate,Yes,1340000,1810000,2300000,180,Semiurban,Yes
Female,No,1,Not Graduate,Yes,1010000,1690000,3700000,120,Rural,No
Female,Yes,3,Graduate,Yes,1350000,1480000,9900000,36,Semiurban,No
Female,No,2,Not Graduate,No,1520000,1630000,9300000,36,Urban,No
Male,No,2,Graduate,Yes,1150000,1470000,6300000,24,Rural,No
Male,No,2,Graduate,No,1460000,1350000,5100000,240,Urban,Yes
Male,Yes,1,Graduate,Yes,1020000,960000,7500000,60,Urban,No
Female,Yes,2,Graduate,No,1090000,1760000,7200000,60,Urban,Yes
Male,Yes,3,Graduate,No,1110000,1150000,600000,300,Urban,Yes
Female,Yes,3,Graduate,No,1390000,1440000,9300000,36,Semiurban,Yes
Female,No,1,Not Graduate,No,1570000,1290000,2900000,360,Semiurban,No
Male,No,3,Not Graduate,No,950000,1010000,3800000,240,Urban,No
Male,No,4,Not Graduate,No,970000,1200000,5700000,300,Rural,Yes
Female,Yes,4,Not Graduate,No,1870000,990000,2900000,120,Rural,No
Male,Yes,2,Graduate,Yes,1640000,1380000,2600000,12,Rural,No
Female,Yes,2,Not Graduate,No,690000,670000,4100000,180,Rural,No
Female,Yes,4,Graduate,Yes,1280000,980000,500000,300,Semiurban,Yes
Female,Yes,3,Graduate,Yes,1690000,1890000,3600000,120,Semiurban,No
Female,Yes,1,Graduate,Yes,740000,1350000,8300000,300,Urban,No
Female,No,2,Not Graduate,Yes,790000,1560000,5200000,24,Rural,No
Male,No,2,Graduate,Yes,1800000,1500000,8200000,300,Urban,No
Male,Yes,4,Graduate,Yes,1630000,950000,1100000,240,Semiurban,Yes
Female,No,4,Graduate,Yes,720000,1630000,7100000,240,Rural,No
Female,No,1,Graduate,No,1330000,1900000,7000000,360,Rural,Yes
Male,No,2,Not Graduate,Yes,760000,1970000,6100000,360,Rural,No
Male,No,3,Graduate,Yes,830000,1410000,4000000,24,Semiurban,No
Female,Yes,3,Not Graduate,Yes,1910000,1200000,9700000,36,Urban,No
Male,No,4,Graduate,Yes,1530000,1260000,7800000,36,Semiurban,Yes
Female,Yes,1,Not Graduate,Yes,1310000,750000,1700000,360,Rural,No
Male,Yes,4,Not Graduate,Yes,1200000,1450000,8700000,60,Urban,No
Female,No,1,Not Graduate,No,840000,1840000,4800000,120,Urban,No
Male,Yes,3,Not Graduate,Yes,1930000,860000,8600000,24,Rural,Yes
Female,No,1,Not Graduate,Yes,1890000,1160000,6600000,240,Urban,Yes
Male,Yes,3,Not Graduate,Yes,660000,1660000,7200000,12,Semiurban,No
Male,Yes,1,Not Graduate,Yes,1470000,1000000,5100000,36,Urban,Yes
Female,No,4,Graduate,Yes,530000,1600000,3400000,120,Semiurban,Yes
Male,No,3,Graduate,No,1190000,520000,7700000,360,Rural,No
Female,Yes,2,Not Graduate,Yes,1980000,620000,3900000,120,Urban,Yes
Male,No,2,Not Graduate,Yes,830000,1900000,5500000,180,Urban,No
Female,Yes,3,Not Graduate,No,1040000,1150000,5700000,300,Urban,No
Male,No,2,Graduate,Yes,510000,1400000,1400000,120,Rural,Yes
Female,Yes,3,Graduate,No,800000,1110000,4700000,240,Rural,No
Male,Yes,4,Graduate,No,1690000,630000,500000,360,Rural,No
Female,Yes,4,Not Graduate,No,1710000,1770000,600000,180,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1280000,860000,900000,60,Urban,Yes
Female,Yes,2,Not Graduate,Yes,1640000,1340000,3600000,360,Semiurban,Yes
Female,No,2,Graduate,No,1360000,1400000,9900000,36,Urban,No
Female,Yes,2,Not Graduate,No,1560000,870000,4300000,36,Rural,No
Male,No,3,Not Graduate,Yes,1040000,1830000,3200000,24,Rural,No
Female,No,4,Not Graduate,Yes,540000,610000,7500000,180,Rural,Yes
Male,Yes,2,Graduate,No,720000,1430000,5500000,24,Rural,Yes
Female,Yes,1,Not Graduate,No,630000,1860000,600000,24,Semiurban,Yes
Male,No,2,Not Graduate,Yes,1940000,1040000,7900000,36,Semiurban,Yes
Female,Yes,1,Graduate,No,730000,900000,5200000,36,Semiurban,Yes
Male,Yes,2,Graduate,No,600000,1910000,8700000,24,Urban,Yes
Male,No,2,Graduate,No,720000,600000,3100000,24,Semiurban,No
Female,No,4,Graduate,No,980000,590000,5200000,180,Urban,Yes
Male,No,1,Not Graduate,No,780000,1800000,6800000,300,Semiurban,Yes
Male,No,2,Not Graduate,Yes,1450000,690000,9100000,60,Urban,No
Female,No,1,Not Graduate,Yes,1050000,1670000,9900000,60,Semiurban,Yes
Male,No,1,Graduate,Yes,1800000,1350000,7400000,180,Urban,Yes
Male,Yes,4,Graduate,Yes,1020000,1720000,5300000,120,Rural,Yes
Male,No,4,Graduate,No,1540000,920000,1300000,60,Rural,No
Female,No,1,Graduate,Yes,1720000,670000,3700000,120,Rural,No
Male,Yes,4,Not Graduate,No,1700000,510000,2700000,360,Rural,No
Female,Yes,2,Not Graduate,Yes,1820000,1740000,9700000,120,Semiurban,No
Male,Yes,2,Graduate,No,500000,1980000,9800000,240,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1890000,1010000,7400000,12,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1410000,1340000,6400000,36,Rural,No
Female,Yes,2,Graduate,No,690000,1520000,2100000,180,Semiurban,Yes
Male,No,3,Not Graduate,No,580000,1010000,600000,180,Semiurban,No
Male,Yes,1,Not Graduate,Yes,1490000,1640000,4300000,12,Rural,Yes
Female,Yes,1,Not Graduate,Yes,1610000,900000,1800000,24,Semiurban,No
Male,Yes,3,Graduate,No,1890000,1360000,8400000,60,Semiurban,Yes
Female,Yes,3,Graduate,Yes,710000,1730000,4100000,36,Rural,Yes
Female,No,1,Graduate,No,580000,1310000,9200000,300,Urban,No
Male,Yes,3,Graduate,Yes,1650000,910000,7200000,120,Semiurban,No
Female,Yes,4,Not Graduate,No,1150000,1350000,3300000,120,Urban,No
Male,No,4,Graduate,Yes,1830000,1250000,9400000,180,Semiurban,No
Female,No,1,Not Graduate,Yes,1020000,960000,2300000,180,Urban,No
Female,No,4,Not Graduate,Yes,1160000,870000,2200000,60,Rural,No
Male,Yes,2,Graduate,No,1280000,1210000,9600000,24,Urban,Yes
Female,No,4,Graduate,Yes,740000,1160000,9600000,60,Urban,Yes
Female,No,4,Graduate,Yes,1720000,1990000,3500000,180,Semiurban,Yes
Female,No,3,Graduate,No,1600000,1780000,1600000,240,Rural,No
Female,Yes,4,Not Graduate,Yes,1720000,1510000,8900000,60,Rural,No
Female,Yes,1,Not Graduate,No,1040000,1590000,3600000,360,Urban,Yes
Male,No,4,Not Graduate,Yes,1450000,1730000,7200000,300,Rural,No
Female,Yes,4,Graduate,Yes,1320000,1040000,2700000,240,Semiurban,No
Male,Yes,1,Graduate,Yes,1770000,1620000,6200000,240,Rural,No
Female,Yes,1,Graduate,No,1580000,1530000,1700000,12,Rural,Yes
Male,Yes,3,Graduate,Yes,1580000,830000,2100000,360,Urban,No
Male,Yes,2,Not Graduate,No,1430000,1730000,9900000,240,Semiurban,No
Female,No,4,Graduate,Yes,1170000,1290000,2600000,360,Rural,Yes
Female,No,2,Not Graduate,Yes,1580000,790000,7700000,360,Urban,No
Female,No,3,Not Graduate,No,880000,1520000,1000000,300,Rural,No
Male,No,1,Not Graduate,No,1770000,1450000,7700000,240,Rural,Yes
Female,Yes,1,Graduate,Yes,1760000,1270000,7000000,24,Rural,No
Male,No,1,Graduate,No,1770000,1090000,6300000,180,Semiurban,Yes
Male,No,3,Not Graduate,No,1060000,810000,6600000,240,Semiurban,No
Male,Yes,4,Graduate,Yes,1810000,1390000,1200000,12,Urban,No
Female,Yes,3,Graduate,No,1700000,1700000,5200000,12,Rural,Yes
Female,Yes,1,Graduate,No,830000,1950000,1300000,24,Rural,Yes
Male,Yes,4,Not Graduate,Yes,1040000,1050000,2500000,60,Rural,Yes
Male,No,1,Not Graduate,Yes,1990000,1870000,4200000,360,Urban,No
Female,Yes,1,Not Graduate,No,800000,1740000,8000000,240,Urban,Yes
Male,Yes,3,Not Graduate,No,1050000,880000,4500000,300,Rural,No
Female,Yes,3,Not Graduate,No,720000,1010000,700000,36,Semiurban,No
Male,Yes,2,Graduate,Yes,1840000,1550000,2800000,240,Rural,Yes
Female,Yes,1,Graduate,No,790000,1800000,3200000,300,Urban,No
Male,Yes,4,Not Graduate,Yes,720000,1240000,6500000,60,Rural,Yes
Female,No,1,Not Graduate,Yes,500000,1670000,5900000,24,Rural,No
Male,No,4,Not Graduate,No,1790000,1630000,4600000,360,Urban,No
Female,No,2,Not Graduate,No,1650000,1330000,7700000,60,Rural,Yes
Female,Yes,1,Graduate,No,1800000,1220000,800000,300,Urban,No
Male,Yes,4,Not Graduate,No,560000,970000,9500000,12,Urban,Yes
Male,No,4,Graduate,No,840000,1490000,700000,24,Rural,No
Female,No,2,Not Graduate,Yes,1930000,550000,7900000,120,Urban,Yes
Male,No,3,Graduate,No,1230000,1020000,7700000,300,Rural,Yes
Female,No,2,Graduate,No,1520000,1450000,6600000,180,Urban,No
Male,Yes,4,Graduate,Yes,1490000,1130000,5100000,180,Urban,No
Female,No,2,Not Graduate,Yes,820000,1610000,9800000,60,Semiurban,No
Female,Yes,3,Not Graduate,Yes,1840000,1540000,3900000,36,Rural,Yes
Female,Yes,1,Not Graduate,Yes,1030000,1480000,6600000,360,Urban,Yes
Female,Yes,2,Not Graduate,Yes,760000,1610000,6500000,12,Semiurban,No
Female,No,2,Graduate,No,980000,610000,1900000,60,Rural,No
Female,No,1,Not Graduate,Yes,1920000,640000,9800000,120,Urban,Yes
Male,No,2,Not Graduate,Yes,590000,600000,7900000,360,Rural,No
Male,Yes,3,Not Graduate,Yes,570000,1390000,5600000,120,Rural,No
Male,Yes,4,Not Graduate,No,1340000,1190000,6800000,120,Semiurban,No
Female,No,2,Not Graduate,Yes,1760000,1600000,6000000,180,Urban,Yes
Female,Yes,1,Graduate,No,1050000,1250000,3500000,120,Semiurban,No
Female,No,1,Graduate,No,1160000,1480000,600000,12,Urban,Yes
Female,Yes,2,Graduate,No,940000,1620000,7500000,240,Rural,Yes
Male,Yes,1,Not Graduate,No,1630000,700000,6500000,12,Semiurban,Yes
Male,Yes,4,Not Graduate,No,880000,1170000,6100000,12,Rural,Yes
Female,Yes,4,Graduate,Yes,1640000,1350000,1300000,12,Semiurban,No
Male,Yes,1,Not Graduate,No,1600000,1410000,9400000,300,Rural,No
Male,Yes,2,Graduate,No,1300000,1740000,5600000,60,Urban,Yes
Female,Yes,2,Graduate,Yes,1300000,1580000,1400000,120,Urban,Yes
Male,No,1,Graduate,Yes,1110000,610000,3500000,120,Semiurban,Yes
Female,Yes,4,Graduate,No,1940000,690000,1900000,24,Semiurban,Yes
Male,Yes,4,Graduate,Yes,1750000,1400000,2100000,24,Rural,Yes
Female,No,2,Not Graduate,No,1230000,1170000,3100000,36,Semiurban,No
Female,No,4,Not Graduate,Yes,1440000,880000,5800000,60,Urban,No
Female,No,3,Not Graduate,No,1680000,1900000,6500000,180,Semiurban,No
Female,No,4,Not Graduate,No,920000,870000,1800000,240,Rural,Yes
Male,Yes,2,Graduate,No,1750000,1640000,9600000,36,Semiurban,Yes
Female,Yes,4,Graduate,Yes,680000,740000,7600000,36,Semiurban,No
Female,No,4,Graduate,Yes,1860000,1780000,5400000,240,Semiurban,No
Female,Yes,1,Graduate,Yes,1090000,850000,9600000,12,Urban,Yes
Male,No,3,Not Graduate,Yes,580000,640000,3400000,12,Urban,Yes
Female,Yes,1,Graduate,No,1210000,1830000,4500000,60,Urban,No
Male,Yes,4,Graduate,Yes,760000,1210000,9700000,12,Urban,No
Female,Yes,4,Graduate,Yes,780000,950000,1600000,300,Semiurban,No
Male,Yes,1,Not Graduate,No,1660000,1930000,8700000,180,Rural,No
Male,Yes,3,Graduate,No,1980000,1460000,5800000,180,Semiurban,No
Female,No,2,Graduate,Yes,1640000,1280000,5000000,120,Semiurban,No
Male,Yes,1,Graduate,No,1580000,630000,7300000,360,Semiurban,Yes
Female,Yes,4,Not Graduate,Yes,1800000,1270000,8000000,360,Rural,Yes
Female,Yes,4,Not Graduate,Yes,1260000,1860000,7400000,36,Rural,Yes
Female,Yes,2,Graduate,Yes,1950000,1360000,900000,36,Urban,No
Male,Yes,4,Not Graduate,No,1510000,1270000,9200000,240,Rural,No
Male,No,4,Not Graduate,No,990000,600000,2200000,36,Semiurban,No
Female,Yes,2,Graduate,No,1770000,1270000,2900000,180,Urban,No
Female,No,4,Not Graduate,No,1860000,1870000,6200000,300,Urban,No
Male,Yes,4,Not Graduate,No,1320000,1980000,6000000,120,Rural,Yes
Female,Yes,3,Graduate,Yes,1500000,1950000,3200000,360,Urban,No
Female,No,1,Graduate,Yes,920000,770000,5300000,120,Semiurban,Yes
Female,Yes,3,Not Graduate,No,1200000,1100000,9200000,12,Urban,No
Male,Yes,3,Graduate,Yes,1530000,1220000,9100000,240,Rural,No
Male,No,4,Not Graduate,Yes,1240000,1420000,6900000,360,Urban,No
Male,Yes,1,Graduate,No,1200000,1010000,8200000,120,Semiurban,Yes
Female,No,1,Not Graduate,No,1680000,1880000,8700000,300,Semiurban,No
Female,No,4,Graduate,No,1800000,900000,4200000,12,Urban,Yes
Female,No,3,Not Graduate,Yes,1070000,1870000,7400000,360,Urban,No
Male,Yes,3,Not Graduate,No,1500000,1160000,3800000,12,Semiurban,No
Female,Yes,3,Not Graduate,Yes,1990000,770000,2700000,120,Semiurban,Yes
Female,No,1,Not Graduate,No,610000,1020000,9500000,60,Rural,No
Female,Yes,4,Not Graduate,No,620000,830000,1800000,36,Rural,No
Female,No,1,Not Graduate,No,1420000,1880000,9000000,300,Semiurban,Yes
Male,Yes,3,Not Graduate,No,1880000,1130000,4200000,240,Rural,No
Male,No,1,Not Graduate,No,1820000,680000,8200000,300,Urban,No
Female,Yes,1,Graduate,Yes,1920000,760000,9000000,240,Semiurban,No
Male,No,4,Not Graduate,Yes,840000,1590000,4900000,24,Urban,Yes
Male,Yes,4,Graduate,No,1160000,900000,6500000,360,Rural,No
Female,No,1,Graduate,No,1390000,1800000,1300000,120,Rural,No
Female,Yes,2,Not Graduate,Yes,1190000,1080000,7900000,24,Rural,No
Male,No,4,Graduate,No,970000,650000,8000000,60,Rural,No
Female,Yes,2,Graduate,No,1800000,1870000,9300000,24,Rural,Yes
Male,Yes,4,Graduate,Yes,1970000,940000,600000,240,Semiurban,No
Female,No,3,Graduate,Yes,970000,510000,1300000,60,Urban,No
Male,Yes,2,Graduate,Yes,1170000,1690000,5400000,180,Rural,Yes
Female,Yes,3,Graduate,Yes,610000,690000,4900000,60,Semiurban,No
Male,Yes,3,Not Graduate,Yes,790000,1010000,3900000,120,Rural,No
Male,Yes,1,Not Graduate,No,1220000,1040000,10000000,24,Semiurban,Yes
Male,No,3,Graduate,Yes,580000,1780000,6600000,180,Urban,Yes
Female,Yes,3,Not Graduate,Yes,670000,1850000,8200000,36,Rural,Yes
Male,Yes,3,Graduate,Yes,710000,620000,9700000,24,Urban,Yes
Male,No,3,Graduate,Yes,1520000,1580000,6100000,120,Rural,No
Female,Yes,1,Graduate,Yes,1410000,1460000,8700000,60,Urban,Yes
Female,No,1,Not Graduate,No,1120000,1380000,5000000,360,Semiurban,No
Male,Yes,3,Not Graduate,No,600000,1420000,7300000,60,Rural,Yes
Male,No,2,Not Graduate,Yes,1700000,1990000,8500000,12,Semiurban,No
Female,Yes,4,Graduate,No,1290000,1480000,9000000,240,Semiurban,Yes
Female,No,2,Not Graduate,No,1110000,1710000,7900000,12,Rural,Yes
Female,No,3,Not Graduate,No,900000,620000,3400000,120,Rural,No
Female,No,1,Graduate,No,1600000,1500000,5400000,120,Rural,Yes
Female,Yes,3,Not Graduate,No,1790000,660000,9700000,180,Urban,No
Male,No,3,Not Graduate,Yes,1190000,1020000,1900000,36,Semiurban,No
Female,Yes,1,Not Graduate,No,1540000,550000,4000000,180,Rural,No
Male,No,2,Not Graduate,Yes,590000,710000,4300000,300,Semiurban,Yes
Male,No,4,Graduate,Yes,1250000,1960000,8500000,36,Urban,Yes
Male,No,3,Graduate,No,670000,610000,6400000,36,Semiurban,No
Female,Yes,1,Graduate,Yes,870000,1780000,3100000,24,Semiurban,Yes
Male,Yes,4,Graduate,Yes,980000,1950000,5800000,360,Urban,No
Male,No,4,Graduate,No,960000,1430000,600000,60,Urban,No
Female,No,4,Graduate,Yes,1210000,1150000,7400000,180,Semiurban,Yes
Male,No,1,Not Graduate,No,1430000,1340000,800000,12,Urban,Yes
Male,No,3,Graduate,No,1330000,1750000,9100000,120,Semiurban,No
Female,No,1,Graduate,Yes,1640000,1560000,5100000,120,Rural,Yes
Male,No,3,Not Graduate,No,1830000,1660000,9900000,60,Semiurban,Yes
Male,No,2,Not Graduate,No,1410000,740000,5200000,180,Rural,No
Male,No,4,Graduate,No,1610000,1060000,6100000,240,Semiurban,No
Female,Yes,3,Not Graduate,No,820000,1160000,6900000,24,Urban,No
Female,No,2,Not Graduate,No,1710000,1790000,6200000,360,Rural,Yes
Female,Yes,1,Graduate,No,870000,1750000,5500000,36,Rural,No
Male,No,4,Not Graduate,No,1420000,1920000,5100000,120,Urban,Yes
Male,Yes,3,Not Graduate,Yes,910000,910000,8100000,300,Urban,No
Female,Yes,4,Graduate,No,510000,1560000,7400000,36,Semiurban,Yes
Male,No,4,Graduate,No,1600000,1110000,3800000,12,Rural,Yes
Male,Yes,4,Not Graduate,No,520000,690000,4100000,360,Semiurban,Yes
Female,Yes,1,Not Graduate,Yes,1090000,520000,8400000,300,Urban,No
Female,No,4,Graduate,Yes,1310000,1030000,5900000,360,Urban,Yes
Male,No,3,Graduate,No,1320000,690000,10000000,60,Urban,Yes
Male,No,1,Not Graduate,No,800000,920000,4800000,240,Semiurban,No
Male,Yes,2,Not Graduate,No,1200000,760000,8300000,360,Rural,No
Female,No,3,Graduate,Yes,500000,1560000,7200000,36,Semiurban,Yes
Female,Yes,1,Graduate,Yes,1390000,1860000,4700000,12,Semiurban,Yes
Female,No,3,Graduate,No,1040000,1230000,8000000,360,Semiurban,Yes
Female,No,3,Not Graduate,Yes,530000,890000,1400000,120,Rural,Yes
Male,Yes,2,Graduate,No,1070000,1720000,7000000,12,Urban,No
Female,Yes,1,Graduate,No,1160000,1030000,9200000,240,Urban,No
Female,Yes,4,Graduate,No,1760000,1700000,2000000,300,Rural,No
Female,No,3,Not Graduate,Yes,1670000,1590000,3900000,24,Semiurban,No
Female,No,3,Not Graduate,Yes,640000,880000,4400000,36,Urban,Yes
Female,No,3,Not Graduate,Yes,1240000,540000,8500000,120,Semiurban,No
Male,Yes,3,Graduate,No,1130000,1230000,7600000,60,Urban,No
Male,Yes,3,Graduate,No,990000,1260000,9700000,12,Urban,Yes
Female,Yes,1,Graduate,Yes,880000,1690000,6600000,24,Urban,Yes
Male,Yes,3,Graduate,No,1960000,1220000,3800000,300,Urban,No
Female,No,3,Not Graduate,Yes,1700000,1560000,4600000,24,Semiurban,Yes
Female,Yes,3,Not Graduate,Yes,1300000,1030000,9900000,240,Urban,Yes
Male,Yes,4,Graduate,No,730000,1130000,8500000,24,Semiurban,No
Male,No,4,Graduate,Yes,910000,1620000,800000,60,Rural,No
Female,No,1,Graduate,No,1800000,620000,6700000,300,Semiurban,No
Female,Yes,3,Graduate,No,940000,1390000,2700000,240,Urban,Yes
Female,Yes,3,Graduate,No,1460000,740000,1500000,120,Semiurban,No
Male,Yes,2,Not Graduate,Yes,1150000,1200000,2700000,300,Rural,Yes
Female,Yes,4,Graduate,Yes,1090000,820000,6500000,36,Semiurban,No
Female,Yes,2,Not Graduate,Yes,1000000,960000,7300000,240,Rural,No
Female,Yes,3,Not Graduate,Yes,1190000,1300000,5600000,300,Rural,Yes
Male,No,3,Graduate,No,570000,590000,6500000,24,Semiurban,No
Female,No,2,Not Graduate,Yes,1570000,860000,10000000,60,Urban,Yes
Female,No,1,Not Graduate,Yes,1710000,1780000,900000,300,Rural,Yes
Male,No,1,Graduate,No,1910000,880000,2100000,360,Semiurban,Yes
Female,Yes,2,Graduate,No,1980000,510000,9100000,24,Urban,Yes
Female,Yes,3,Graduate,No,710000,1370000,3800000,36,Semiurban,No
Male,Yes,2,Graduate,No,960000,890000,9800000,24,Rural,No
Female,Yes,4,Not Graduate,Yes,1980000,1170000,9500000,120,Rural,Yes
